,period_begin,zip_code,property_type,property_type_id,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,new_listings,inventory,median_dom,avg_sale_to_list,sold_above_list,Year
4479,2014-01-01,78613,Multi-Family (2-4 Unit),4,192500.0,175000.0,91.5481495,90.43927649,2,1.0,8.0,23.5,1.007040328,0.5,2014
7344,2015-04-01,78613,Multi-Family (2-4 Unit),4,220000.0,225000.0,87.44038156,140.1875784,1,27.0,20.0,141.0,0.98258151,0.0,2015
8473,2015-10-01,78613,Multi-Family (2-4 Unit),4,232950.0,239700.0,117.0581231,143.3212778,2,20.0,17.0,2.5,0.988888889,0.0,2015
9586,2016-04-01,78613,Multi-Family (2-4 Unit),4,262500.0,255917.5,108.9663761,148.7691919,1,36.0,35.0,6.0,1.054216867,1.0,2016
11261,2017-01-01,78613,Multi-Family (2-4 Unit),4,300000.0,274764.0,113.2930514,146.8540887,1,31.0,26.0,6.0,1.000333444,1.0,2017
16423,2019-04-01,78613,Multi-Family (2-4 Unit),4,560000.0,265000.0,136.4522417,161.4936441,1,25.0,9.0,149.0,1.018181818,1.0,2019
17032,2019-07-01,78613,Multi-Family (2-4 Unit),4,535000.0,422500.0,132.1640316,132.2778252,1,2.0,8.0,8.0,1.028846154,1.0,2019
17619,2019-10-01,78613,Multi-Family (2-4 Unit),4,329000.0,237450.0,137.7721943,163.292846,1,8.0,3.0,5.0,1.012307692,1.0,2019
21195,2021-04-01,78613,Multi-Family (2-4 Unit),4,760000.0,750000.0,187.7470356,185.2766798,2,1.0,10.0,41.0,1.065490196,1.0,2021
4,2012-01-01,78613,Single Family Residential,6,214467.0,224900.0,92.43697479,95.30788599,275,396.0,292.0,78.0,0.969691215,0.141818182,2012
557,2012-04-01,78613,Single Family Residential,6,213250.0,219900.0,94.41997314,97.00755426,412,566.0,388.0,35.0,0.97816012,0.152912621,2012
1129,2012-07-01,78613,Single Family Residential,6,217900.0,219900.0,96.32352941,98.35728953,411,411.0,328.0,39.0,0.979135734,0.143552311,2012
1698,2012-10-01,78613,Single Family Residential,6,202500.0,224000.0,93.48981101,99.88109394,338,303.0,230.0,47.0,0.978621874,0.121301775,2012
2247,2013-01-01,78613,Single Family Residential,6,222000.0,239000.0,98.1595092,101.6304348,333,421.0,181.0,34.0,0.981206455,0.177177177,2013
2805,2013-04-01,78613,Single Family Residential,6,232000.0,230500.0,102.3391813,104.0510544,545,651.0,233.0,11.0,0.991051621,0.304587156,2013
3369,2013-07-01,78613,Single Family Residential,6,235000.0,245000.0,105.4367884,107.2854291,558,463.0,223.0,18.0,0.98784528,0.211469534,2013
3930,2013-10-01,78613,Single Family Residential,6,229115.0,259900.0,107.0045318,109.2815707,328,245.0,116.0,26.0,0.984853958,0.170731707,2013
4480,2014-01-01,78613,Single Family Residential,6,249500.0,279000.0,108.3601286,113.729044,273,397.0,163.0,13.0,0.989171815,0.271062271,2014
5060,2014-04-01,78613,Single Family Residential,6,266000.0,265000.0,113.9569414,114.537793,449,641.0,265.0,8.0,0.994091251,0.322939866,2014
5649,2014-07-01,78613,Single Family Residential,6,259000.0,269000.0,114.5767027,115.1645207,499,441.0,259.0,16.0,0.989884584,0.226452906,2014
6227,2014-10-01,78613,Single Family Residential,6,255000.0,274950.0,113.586564,117.4903679,302,232.0,154.0,34.0,0.980504925,0.139072848,2014
6780,2015-01-01,78613,Single Family Residential,6,263500.0,276000.0,120.3703704,121.1283605,285,351.0,153.0,17.0,0.989211372,0.242105263,2015
7345,2015-04-01,78613,Single Family Residential,6,283066.5,295000.0,122.5935288,122.0976781,392,529.0,219.0,8.0,0.99450985,0.321428571,2015
7911,2015-07-01,78613,Single Family Residential,6,273000.0,269000.0,124.8246844,125.8415329,461,437.0,185.0,14.0,0.990352546,0.273318872,2015
8474,2015-10-01,78613,Single Family Residential,6,265500.0,275320.5,125.1009538,125.3718054,326,230.0,113.0,25.0,0.983811578,0.162576687,2015
9023,2016-01-01,78613,Single Family Residential,6,278000.0,299000.0,125.3383452,130.2183072,246,375.0,162.0,18.0,0.993019704,0.272357724,2016
9587,2016-04-01,78613,Single Family Residential,6,297900.0,308000.0,130.833974,131.6589022,442,549.0,228.0,7.0,0.997109663,0.389140271,2016
10154,2016-07-01,78613,Single Family Residential,6,289000.0,299000.0,130.9205527,131.8404908,386,403.0,235.0,14.0,0.987291476,0.259067358,2016
10714,2016-10-01,78613,Single Family Residential,6,280000.0,298245.0,132.6173654,136.7668495,310,238.0,149.0,32.0,0.981050304,0.151612903,2016
11262,2017-01-01,78613,Single Family Residential,6,283500.0,302415.0,133.037694,138.6291601,277,399.0,194.0,14.5,0.985303345,0.223826715,2017
11827,2017-04-01,78613,Single Family Residential,6,315806.5,324900.0,139.8062085,138.0873866,444,573.0,285.0,12.0,0.994768678,0.297297297,2017
12407,2017-07-01,78613,Single Family Residential,6,305000.0,301500.0,138.962552,141.0601109,384,430.0,282.0,27.0,0.986887843,0.1953125,2017
12980,2017-10-01,78613,Single Family Residential,6,293000.0,318900.0,136.8221942,143.5742972,331,235.0,158.0,39.0,0.980210055,0.093655589,2017
13533,2018-01-01,78613,Single Family Residential,6,305000.0,329000.0,140.969163,139.8876404,253,345.0,187.0,21.0,0.987215487,0.209486166,2018
14107,2018-04-01,78613,Single Family Residential,6,335250.0,339000.0,143.5376373,142.2944362,398,521.0,263.0,14.0,0.993943759,0.293969849,2018
14689,2018-07-01,78613,Single Family Residential,6,335000.0,315450.0,142.7147855,143.0937432,350,382.0,254.0,25.0,0.989561422,0.168571429,2018
15251,2018-10-01,78613,Single Family Residential,6,309857.5,315000.0,140.3349559,146.7911743,306,228.0,158.0,40.0,0.981713732,0.169934641,2018
15826,2019-01-01,78613,Single Family Residential,6,328625.0,349500.0,145.5595841,147.6793249,272,345.0,121.0,26.5,0.987947963,0.220588235,2019
16424,2019-04-01,78613,Single Family Residential,6,333000.0,339900.0,149.0597345,151.3431013,421,447.0,152.0,8.0,0.99455797,0.330166271,2019
17033,2019-07-01,78613,Single Family Residential,6,335000.0,339000.0,149.5268139,151.0067114,383,363.0,138.0,13.0,0.994592182,0.289817232,2019
17620,2019-10-01,78613,Single Family Residential,6,335000.0,329500.0,149.3959732,153.3433886,283,199.0,59.0,20.5,0.989075799,0.222614841,2019
18198,2020-01-01,78613,Single Family Residential,6,350000.0,359000.0,157.4952562,158.3715552,233,292.0,87.0,6.0,1.000568434,0.394849785,2020
18787,2020-04-01,78613,Single Family Residential,6,349900.0,360536.0,163.3011912,163.6363636,295,389.0,107.0,6.0,1.003075879,0.410169492,2020
19390,2020-07-01,78613,Single Family Residential,6,367000.0,374900.0,162.5297518,161.805769,375,322.0,122.0,9.5,1.004968975,0.442666667,2020
19990,2020-10-01,78613,Single Family Residential,6,375000.0,369900.0,168.369432,171.957672,303,203.0,36.0,32.0,1.023557132,0.623762376,2020
20589,2021-01-01,78613,Single Family Residential,6,457500.0,444900.0,211.6859906,195.7494407,212,325.0,100.0,21.5,1.145189497,0.849056604,2021
21196,2021-04-01,78613,Single Family Residential,6,535500.0,495500.0,236.6888838,214.0257629,430,492.0,163.0,21.0,1.138973921,0.874418605,2021
21826,2021-07-01,78613,Single Family Residential,6,520000.0,500000.0,235.7941441,236.5464222,404,421.0,136.0,32.0,1.066805463,0.75,2021
22463,2021-10-01,78613,Single Family Residential,6,535000.0,499900.0,246.0711332,245.15896,307,240.0,72.0,33.0,1.032251251,0.61237785,2021
5,2012-01-01,78613,Townhouse,13,134799.5,156400.0,98.41819562,96.19651041,6,4.0,5.0,105.0,1.00762071,0.5,2012
558,2012-04-01,78613,Townhouse,13,155463.0,161341.0,97.76119403,101.9896313,3,5.0,3.0,160.0,0.958884485,0.0,2012
1130,2012-07-01,78613,Townhouse,13,148503.0,161577.0,100.846356,99.61606023,10,11.0,6.0,31.0,0.976668468,0.2,2012
1699,2012-10-01,78613,Townhouse,13,153744.0,167000.0,96.45169385,96.59206511,3,3.0,4.0,92.0,0.976341403,0.0,2012
2248,2013-01-01,78613,Townhouse,13,158950.0,172150.0,99.30583438,106.1493099,4,10.0,10.0,81.0,0.974702221,0.0,2013
2806,2013-04-01,78613,Townhouse,13,168679.5,171250.0,101.9792974,108.7423283,6,8.0,6.0,19.5,0.971472133,0.0,2013
3370,2013-07-01,78613,Townhouse,13,172500.0,189200.0,115.2211982,131.8368847,9,14.0,7.0,29.0,0.975133639,0.111111111,2013
3931,2013-10-01,78613,Townhouse,13,167941.5,197250.0,112.781308,126.1428373,8,6.0,5.0,55.5,0.98321266,0.0,2013
4481,2014-01-01,78613,Townhouse,13,190000.0,239004.0,121.1752531,144.4780635,10,11.0,10.0,36.0,0.958633885,0.0,2014
5061,2014-04-01,78613,Townhouse,13,187462.0,193000.0,122.1250814,137.1484166,5,10.0,11.0,58.0,0.969500377,0.0,2014
5650,2014-07-01,78613,Townhouse,13,195000.0,234990.0,121.2166172,134.5175879,8,25.0,24.0,10.5,0.982752725,0.0,2014
6228,2014-10-01,78613,Townhouse,13,196083.5,190000.0,138.9665153,121.6617211,16,5.0,15.0,76.0,0.964716622,0.0,2014
6781,2015-01-01,78613,Townhouse,13,247072.0,231775.0,129.6409548,139.9510369,6,9.0,15.0,171.0,0.968789355,0.0,2015
7346,2015-04-01,78613,Townhouse,13,237555.0,234990.0,166.3172607,165.719323,13,5.0,11.0,272.0,0.959185353,0.0,2015
7912,2015-07-01,78613,Townhouse,13,230115.0,236367.0,133.6111111,142.7143792,10,8.0,6.0,125.5,0.971897235,0.1,2015
8475,2015-10-01,78613,Townhouse,13,218864.0,198700.0,136.2067972,110.2915754,7,4.0,5.0,54.0,0.968225063,0.0,2015
9024,2016-01-01,78613,Townhouse,13,197250.0,189900.0,106.7571234,129.8929664,4,3.0,3.0,52.5,0.973109734,0.0,2016
9588,2016-04-01,78613,Townhouse,13,197000.0,199900.0,129.0514683,101.6785351,4,1.0,228.0,103.0,0.970057428,0.0,2016
10155,2016-07-01,78613,Townhouse,13,202600.0,216500.0,103.051882,129.0362208,2,6.0,2.0,9.0,0.981971032,0.5,2016
10715,2016-10-01,78613,Townhouse,13,199900.0,199900.0,128.7833828,122.3582474,7,3.0,149.0,6.0,0.987802651,0.142857143,2016
11263,2017-01-01,78613,Townhouse,13,219625.0,261046.0,142.8099837,173.6285253,2,14.0,11.0,11.0,0.985083731,0.5,2017
11828,2017-04-01,78613,Townhouse,13,235289.0,274214.0,161.2418051,183.3561354,10,11.0,8.0,67.0,0.978820703,0.1,2017
12408,2017-07-01,78613,Townhouse,13,262975.5,286451.5,148.0320372,174.2043596,10,10.0,13.0,42.5,0.963774351,0.1,2017
12981,2017-10-01,78613,Townhouse,13,237000.0,276082.0,167.1368124,160.8172222,9,10.0,13.0,93.0,0.949536026,0.111111111,2017
13534,2018-01-01,78613,Townhouse,13,257500.0,209945.0,164.0901223,147.2939938,8,4.0,6.0,124.5,0.967573076,0.125,2018
14108,2018-04-01,78613,Townhouse,13,235000.0,215000.0,155.5555556,144.5404556,13,7.0,1.0,35.0,0.981045008,0.076923077,2018
14690,2018-07-01,78613,Townhouse,13,211600.0,283594.0,135.4273916,149.290367,4,7.0,5.0,32.5,0.977594813,0.0,2018
15252,2018-10-01,78613,Townhouse,13,273653.0,219900.0,157.5,157.1428571,7,3.0,1.0,31.0,0.984002283,0.428571429,2018
15827,2019-01-01,78613,Townhouse,13,234200.0,227449.5,134.5078085,149.5177097,2,2.0,121.0,34.5,1.018853003,1.0,2019
16425,2019-04-01,78613,Townhouse,13,222000.0,239900.0,154.8179405,141.7212348,2,5.0,2.0,2.0,1.009539321,0.5,2019
17034,2019-07-01,78613,Townhouse,13,236500.0,238000.0,137.97942,146.5838509,5,8.0,3.0,14.0,0.99347316,0.2,2019
17621,2019-10-01,78613,Townhouse,13,232500.0,237950.0,153.0075188,170.0135624,6,2.0,1.0,20.0,0.926823363,0.0,2019
18199,2020-01-01,78613,Townhouse,13,242000.0,240000.0,172.8571429,171.4285714,3,3.0,2.0,55.0,1.002777778,0.333333333,2020
18788,2020-04-01,78613,Townhouse,13,246250.0,268000.0,164.1304348,174.1390513,2,1.0,1.0,38.0,0.995098039,0.0,2020
19991,2020-10-01,78613,Townhouse,13,235000.0,229900.0,159.9063963,156.0054602,3,3.0,36.0,19.0,1.017064233,1.0,2020
20590,2021-01-01,78613,Townhouse,13,315650.0,325000.0,171.4486868,165.3102747,2,3.0,1.0,27.5,1.052559389,0.5,2021
21197,2021-04-01,78613,Townhouse,13,355000.0,331940.0,223.4109503,202.0296639,3,4.0,2.0,38.0,1.090531017,1.0,2021
21827,2021-07-01,78613,Townhouse,13,340500.0,350000.0,229.8727134,239.7660819,4,5.0,2.0,49.5,1.056137176,0.5,2021
22464,2021-10-01,78613,Townhouse,13,360000.0,372012.5,231.7232376,222.5631517,3,2.0,1.0,34.0,1.038516252,0.666666667,2021
6,2012-01-01,78617,All Residential,-1,84000.0,89900.0,49.55659885,51.30111524,25,41.0,33.0,45.0,0.996645417,0.44,2012
559,2012-04-01,78617,All Residential,-1,87000.0,110000.0,51.77304965,65.14032496,33,47.0,37.0,28.0,1.000111123,0.212121212,2012
1131,2012-07-01,78617,All Residential,-1,85950.0,113000.0,53.32706036,63.93480522,42,40.0,33.0,48.5,0.991213105,0.261904762,2012
1700,2012-10-01,78617,All Residential,-1,101098.0,125000.0,59.3495935,58.96226415,33,19.0,17.0,47.0,0.990038786,0.363636364,2012
2249,2013-01-01,78617,All Residential,-1,119000.0,127000.0,63.52302241,66.89497717,18,49.0,27.0,36.0,0.974014865,0.277777778,2013
2807,2013-04-01,78617,All Residential,-1,118000.0,120000.0,71.43757881,69.86476334,41,47.0,33.0,22.5,0.986309765,0.317073171,2013
3371,2013-07-01,78617,All Residential,-1,116000.0,127950.0,66.04703669,73.28082823,28,40.0,33.0,22.5,1.001722287,0.285714286,2013
3932,2013-10-01,78617,All Residential,-1,122500.0,130000.0,70.07125891,83.87286639,33,27.0,26.0,48.0,0.995299651,0.333333333,2013
4482,2014-01-01,78617,All Residential,-1,118000.0,142709.5,82.4014126,91.71929563,33,40.0,20.0,39.0,0.968752702,0.242424242,2014
5062,2014-04-01,78617,All Residential,-1,135000.0,139900.0,81.33669609,84.19030733,33,49.0,32.0,15.0,0.973230395,0.303030303,2014
5651,2014-07-01,78617,All Residential,-1,145000.0,141900.0,81.26477541,82.7619863,37,47.0,34.0,34.5,0.995841825,0.27027027,2014
6229,2014-10-01,78617,All Residential,-1,143000.0,161000.0,78.88805409,86.76060105,43,32.0,24.0,21.0,0.992854357,0.348837209,2014
6782,2015-01-01,78617,All Residential,-1,147000.0,158500.0,90.33877039,90.78772803,33,39.0,17.0,23.0,0.97717541,0.333333333,2015
7347,2015-04-01,78617,All Residential,-1,157250.0,157950.0,90.10923964,85.47541024,38,54.0,20.0,8.0,0.983848814,0.184210526,2015
7913,2015-07-01,78617,All Residential,-1,159325.0,165999.0,91.3186449,97.21608484,50,49.0,23.0,13.5,0.990729982,0.28,2015
8476,2015-10-01,78617,All Residential,-1,163999.5,174999.0,98.41303326,95.73861373,40,36.0,13.0,13.5,0.979056982,0.25,2015
9025,2016-01-01,78617,All Residential,-1,167000.0,158900.0,98.47826087,106.3933287,35,47.0,16.0,16.0,0.982008048,0.314285714,2016
9589,2016-04-01,78617,All Residential,-1,168000.0,174950.0,101.2658228,104.72928,43,44.0,24.0,9.0,0.995958651,0.465116279,2016
10156,2016-07-01,78617,All Residential,-1,165000.0,169900.0,107.323273,111.0060938,31,48.0,32.0,8.0,0.991973695,0.387096774,2016
10716,2016-10-01,78617,All Residential,-1,174600.0,184900.0,106.1275803,106.2124248,42,33.0,18.0,34.5,0.993580817,0.452380952,2016
11264,2017-01-01,78617,All Residential,-1,181000.0,182450.0,106.557377,109.0427544,31,34.0,18.0,12.0,0.999451633,0.419354839,2017
11829,2017-04-01,78617,All Residential,-1,179250.0,185000.0,106.1758744,110.5331599,44,53.0,19.0,7.0,0.989747822,0.431818182,2017
12409,2017-07-01,78617,All Residential,-1,185000.0,191250.0,96.678235,108.9461233,31,42.0,18.0,10.0,0.991700164,0.35483871,2017
12982,2017-10-01,78617,All Residential,-1,179675.0,199000.0,116.1578555,112.7672209,33,27.0,19.0,22.0,0.973339291,0.272727273,2017
13535,2018-01-01,78617,All Residential,-1,188750.0,208000.0,108.1621005,111.6244411,21,37.0,30.0,12.0,0.986351489,0.380952381,2018
14109,2018-04-01,78617,All Residential,-1,208210.0,232830.0,113.1626091,126.9762846,27,55.0,38.0,23.0,0.982704953,0.333333333,2018
14691,2018-07-01,78617,All Residential,-1,214900.0,215000.0,122.2570533,129.4611617,41,45.0,33.0,25.5,0.993581045,0.243902439,2018
15253,2018-10-01,78617,All Residential,-1,198000.0,210000.0,125.077167,132.1752266,41,41.0,30.0,27.0,0.984651895,0.170731707,2018
15828,2019-01-01,78617,All Residential,-1,213750.0,210000.0,114.8264049,123.4683794,32,39.0,22.0,22.5,0.980199249,0.15625,2019
16426,2019-04-01,78617,All Residential,-1,215000.0,235900.0,120.8003953,121.6741778,48,50.0,30.0,18.0,0.988594593,0.291666667,2019
17035,2019-07-01,78617,All Residential,-1,222000.0,238805.0,135.9833935,136.28665,37,56.0,43.0,30.0,0.990399165,0.324324324,2019
17622,2019-10-01,78617,All Residential,-1,234896.0,220000.0,131.5559494,126.1034048,39,25.0,26.0,67.0,0.97573563,0.179487179,2019
18200,2020-01-01,78617,All Residential,-1,219000.0,242500.0,135.1963746,149.3716657,27,47.0,40.0,28.0,0.991551382,0.185185185,2020
18789,2020-04-01,78617,All Residential,-1,232750.0,244481.0,133.9065563,139.3595579,34,36.0,30.0,21.0,0.994593991,0.294117647,2020
19391,2020-07-01,78617,All Residential,-1,245000.0,242745.0,150.3734177,156.340641,49,62.0,22.0,30.5,1.000502539,0.285714286,2020
19992,2020-10-01,78617,All Residential,-1,254000.0,265950.0,157.6952868,151.3628205,40,32.0,10.0,34.0,0.996476688,0.4,2020
20591,2021-01-01,78617,All Residential,-1,285000.0,275000.0,158.9103292,162.8256513,33,35.0,15.0,32.0,1.04559716,0.545454545,2021
21198,2021-04-01,78617,All Residential,-1,321000.0,319990.0,184.4863897,182.8499369,38,47.0,22.0,22.0,1.079325246,0.815789474,2021
21828,2021-07-01,78617,All Residential,-1,323500.0,340695.0,194.0618028,189.8462113,34,66.0,34.0,27.0,1.056160912,0.676470588,2021
22465,2021-10-01,78617,All Residential,-1,350000.0,352400.0,195.0616965,224.8667403,44,34.0,16.0,33.0,1.032898903,0.522727273,2021
560,2012-04-01,78617,Multi-Family (2-4 Unit),4,98750.0,64900.0,52.41507431,34.44798301,2,1.0,1.0,368.5,0.976644423,0.0,2012
1132,2012-07-01,78617,Multi-Family (2-4 Unit),4,66000.0,99900.0,35.03184713,49.35770751,1,1.0,1.0,92.0,1.016949153,1.0,2012
2250,2013-01-01,78617,Multi-Family (2-4 Unit),4,66675.0,127000.0,32.94219368,66.89497717,1,49.0,27.0,47.0,0.667417417,0.0,2013
3372,2013-07-01,78617,Multi-Family (2-4 Unit),4,97500.0,132200.0,58.03571429,70.16985138,4,1.0,33.0,5.0,0.992134354,0.25,2013
3933,2013-10-01,78617,Multi-Family (2-4 Unit),4,125250.0,160000.0,56.49862171,84.92569002,2,1.0,1.0,98.0,0.920456019,0.0,2013
5063,2014-04-01,78617,Multi-Family (2-4 Unit),4,146500.0,138997.5,72.38142292,68.67465415,1,2.0,2.0,35.0,0.94516129,0.0,2014
5652,2014-07-01,78617,Multi-Family (2-4 Unit),4,138500.0,141900.0,68.42885375,82.7619863,2,47.0,34.0,40.5,0.997558703,0.5,2014
6230,2014-10-01,78617,Multi-Family (2-4 Unit),4,151700.0,158500.0,74.95059289,78.31027668,1,2.0,1.0,9.0,0.95408805,0.0,2014
7348,2015-04-01,78617,Multi-Family (2-4 Unit),4,156000.0,157950.0,77.07509881,85.47541024,1,54.0,20.0,69.0,0.987341772,0.0,2015
8477,2015-10-01,78617,Multi-Family (2-4 Unit),4,162000.0,160000.0,81.16232465,80.16032064,1,1.0,13.0,2.0,1.0125,1.0,2015
9590,2016-04-01,78617,Multi-Family (2-4 Unit),4,181000.0,175000.0,96.07218684,92.88747346,1,1.0,24.0,9.0,1.034285714,1.0,2016
11830,2017-04-01,78617,Multi-Family (2-4 Unit),4,235000.0,205000.0,129.5306966,122.0238095,2,1.0,19.0,17.0,1.053023109,1.0,2017
13536,2018-01-01,78617,Multi-Family (2-4 Unit),4,90000.0,208000.0,44.31314623,111.6244411,1,37.0,30.0,14.0,0.900900901,0.0,2018
15254,2018-10-01,78617,Multi-Family (2-4 Unit),4,230000.0,277000.0,128.458498,109.9371175,3,2.0,30.0,7.0,0.992907801,0.0,2018
15829,2019-01-01,78617,Multi-Family (2-4 Unit),4,296100.0,247450.0,77.35109718,122.2579051,1,2.0,22.0,27.0,0.9,0.0,2019
16427,2019-04-01,78617,Multi-Family (2-4 Unit),4,245000.0,289350.0,120.5533597,121.3207547,3,1.0,30.0,18.0,0.989799493,0.0,2019
18201,2020-01-01,78617,Multi-Family (2-4 Unit),4,280000.0,230290.0,144.6280992,164.0351783,1,4.0,4.0,68.0,0.966600501,0.0,2020
18790,2020-04-01,78617,Multi-Family (2-4 Unit),4,266500.0,244481.0,137.6549587,139.3595579,1,36.0,3.0,225.0,0.987037037,0.0,2020
19392,2020-07-01,78617,Multi-Family (2-4 Unit),4,222990.0,290000.0,170.5110063,170.4879483,3,1.0,2.0,124.0,0.995901453,0.0,2020
19993,2020-10-01,78617,Multi-Family (2-4 Unit),4,252795.0,335000.0,153.9188768,165.513834,2,1.0,1.0,154.0,0.945158106,0.0,2020
21199,2021-04-01,78617,Multi-Family (2-4 Unit),4,352500.0,439900.0,175.3729792,195.4733614,2,5.0,4.0,59.5,1.068312285,1.0,2021
21829,2021-07-01,78617,Multi-Family (2-4 Unit),4,280000.0,513000.0,153.0054645,175.5046185,1,3.0,5.0,83.0,0.933348889,0.0,2021
22466,2021-10-01,78617,Multi-Family (2-4 Unit),4,465000.0,352400.0,196.3906582,224.8667403,3,34.0,1.0,123.0,0.939429315,0.0,2021
7,2012-01-01,78617,Single Family Residential,6,84000.0,89400.0,49.55659885,51.12225573,25,40.0,32.0,45.0,0.996645417,0.44,2012
561,2012-04-01,78617,Single Family Residential,6,85000.0,110750.0,51.77304965,66.89646862,31,46.0,36.0,27.0,1.001625104,0.225806452,2012
1133,2012-07-01,78617,Single Family Residential,6,87000.0,117000.0,54.02254178,64.4549763,41,39.0,32.0,45.0,0.990585397,0.243902439,2012
1701,2012-10-01,78617,Single Family Residential,6,101098.0,125000.0,59.3495935,58.96226415,33,19.0,17.0,47.0,0.990038786,0.363636364,2012
2251,2013-01-01,78617,Single Family Residential,6,120000.0,127000.0,64.37291462,66.89497717,17,49.0,27.0,33.0,0.992050009,0.294117647,2013
