,median_income,SPY,Unemployment,mobility_withUS,property_type,mobility_withincounty,mobility_abroad,mobility_withinstate,median_sale_price
275,107983.0,441.2749940000001,0.045,0.032,Townhouse,0.062,0.006999999999999999,0.059000000000000004,340500.0
276,107983.0,463.2099915,0.045,0.032,Townhouse,0.062,0.006999999999999999,0.059000000000000004,360000.0
277,43957.0,135.360001,0.151,0.005,All Residential,0.127,0.006,0.038,84000.0
278,43957.0,135.479996,0.151,0.005,All Residential,0.127,0.006,0.038,87000.0
279,43957.0,140.78999299999995,0.151,0.005,All Residential,0.127,0.006,0.038,85950.0
280,43957.0,142.1349945,0.151,0.005,All Residential,0.127,0.006,0.038,101098.0
281,45212.0,151.4749985,0.154,0.006,All Residential,0.132,0.006,0.040999999999999995,119000.0
282,45212.0,161.31999950000002,0.154,0.006,All Residential,0.132,0.006,0.040999999999999995,118000.0
283,45212.0,168.589996,0.154,0.006,All Residential,0.132,0.006,0.040999999999999995,116000.0
284,45212.0,178.120003,0.154,0.006,All Residential,0.132,0.006,0.040999999999999995,122500.0
285,45040.0,184.179993,0.15,0.003,All Residential,0.13,0.005,0.042,118000.0
286,45040.0,188.880005,0.15,0.003,All Residential,0.13,0.005,0.042,135000.0
287,45040.0,197.8499985,0.15,0.003,All Residential,0.13,0.005,0.042,145000.0
288,45040.0,203.25,0.15,0.003,All Residential,0.13,0.005,0.042,143000.0
289,45995.0,206.100006,0.156,0.004,All Residential,0.122,0.005,0.063,147000.0
290,45995.0,210.5,0.156,0.004,All Residential,0.122,0.005,0.063,157250.0
291,45995.0,206.754997,0.156,0.004,All Residential,0.122,0.005,0.063,159325.0
292,45995.0,205.774994,0.156,0.004,All Residential,0.122,0.005,0.063,163999.5
293,47551.0,193.660004,0.079,0.002,All Residential,0.102,0.003,0.054000000000000006,167000.0
294,47551.0,207.8600005,0.079,0.002,All Residential,0.102,0.003,0.054000000000000006,168000.0
295,47551.0,216.6449965,0.079,0.002,All Residential,0.102,0.003,0.054000000000000006,165000.0
296,47551.0,217.869995,0.079,0.002,All Residential,0.102,0.003,0.054000000000000006,174600.0
297,52819.0,233.7149965,0.057999999999999996,0.011000000000000001,All Residential,0.08800000000000001,0.001,0.040999999999999995,181000.0
298,52819.0,239.699997,0.057999999999999996,0.011000000000000001,All Residential,0.08800000000000001,0.001,0.040999999999999995,179250.0
299,52819.0,246.899994,0.057999999999999996,0.011000000000000001,All Residential,0.08800000000000001,0.001,0.040999999999999995,185000.0
300,52819.0,258.450012,0.057999999999999996,0.011000000000000001,All Residential,0.08800000000000001,0.001,0.040999999999999995,179675.0
301,54940.0,273.109985,0.061,0.02,All Residential,0.1,0.001,0.049,188750.0
302,54940.0,270.970001,0.061,0.02,All Residential,0.1,0.001,0.049,208210.0
303,54940.0,285.070007,0.061,0.02,All Residential,0.1,0.001,0.049,214900.0
304,54940.0,271.890015,0.061,0.02,All Residential,0.1,0.001,0.049,198000.0
305,62179.0,274.459991,0.059000000000000004,0.023,All Residential,0.095,0.001,0.055999999999999994,213750.0
306,62179.0,288.570007,0.059000000000000004,0.023,All Residential,0.095,0.001,0.055999999999999994,215000.0
307,62179.0,297.18000750000004,0.059000000000000004,0.023,All Residential,0.095,0.001,0.055999999999999994,222000.0
308,62179.0,309.324997,0.059000000000000004,0.023,All Residential,0.095,0.001,0.055999999999999994,234896.0
309,64117.0,323.57000750000003,0.055,0.026000000000000002,All Residential,0.10300000000000001,0.002,0.04,219000.0
310,64117.0,292.5,0.055,0.026000000000000002,All Residential,0.10300000000000001,0.002,0.04,232750.0
311,64117.0,332.5849915,0.055,0.026000000000000002,All Residential,0.10300000000000001,0.002,0.04,245000.0
312,64117.0,356.475006,0.055,0.026000000000000002,All Residential,0.10300000000000001,0.002,0.04,254000.0
313,64117.0,387.029999,0.055,0.026000000000000002,All Residential,0.10300000000000001,0.002,0.04,285000.0
314,64117.0,417.609985,0.055,0.026000000000000002,All Residential,0.10300000000000001,0.002,0.04,321000.0
315,64117.0,441.2749940000001,0.055,0.026000000000000002,All Residential,0.10300000000000001,0.002,0.04,323500.0
316,64117.0,463.2099915,0.055,0.026000000000000002,All Residential,0.10300000000000001,0.002,0.04,350000.0
317,43957.0,135.479996,0.151,0.005,Multi-Family (2-4 Unit),0.127,0.006,0.038,98750.0
318,43957.0,140.78999299999995,0.151,0.005,Multi-Family (2-4 Unit),0.127,0.006,0.038,66000.0
319,45212.0,151.4749985,0.154,0.006,Multi-Family (2-4 Unit),0.132,0.006,0.040999999999999995,66675.0
320,45212.0,168.589996,0.154,0.006,Multi-Family (2-4 Unit),0.132,0.006,0.040999999999999995,97500.0
321,45212.0,178.120003,0.154,0.006,Multi-Family (2-4 Unit),0.132,0.006,0.040999999999999995,125250.0
322,45040.0,188.880005,0.15,0.003,Multi-Family (2-4 Unit),0.13,0.005,0.042,146500.0
323,45040.0,197.8499985,0.15,0.003,Multi-Family (2-4 Unit),0.13,0.005,0.042,138500.0
324,45040.0,203.25,0.15,0.003,Multi-Family (2-4 Unit),0.13,0.005,0.042,151700.0
325,45995.0,210.5,0.156,0.004,Multi-Family (2-4 Unit),0.122,0.005,0.063,156000.0
326,45995.0,205.774994,0.156,0.004,Multi-Family (2-4 Unit),0.122,0.005,0.063,162000.0
327,47551.0,207.8600005,0.079,0.002,Multi-Family (2-4 Unit),0.102,0.003,0.054000000000000006,181000.0
328,52819.0,239.699997,0.057999999999999996,0.011000000000000001,Multi-Family (2-4 Unit),0.08800000000000001,0.001,0.040999999999999995,235000.0
329,54940.0,273.109985,0.061,0.02,Multi-Family (2-4 Unit),0.1,0.001,0.049,90000.0
330,54940.0,271.890015,0.061,0.02,Multi-Family (2-4 Unit),0.1,0.001,0.049,230000.0
331,62179.0,274.459991,0.059000000000000004,0.023,Multi-Family (2-4 Unit),0.095,0.001,0.055999999999999994,296100.0
332,62179.0,288.570007,0.059000000000000004,0.023,Multi-Family (2-4 Unit),0.095,0.001,0.055999999999999994,245000.0
333,64117.0,323.57000750000003,0.055,0.026000000000000002,Multi-Family (2-4 Unit),0.10300000000000001,0.002,0.04,280000.0
334,64117.0,292.5,0.055,0.026000000000000002,Multi-Family (2-4 Unit),0.10300000000000001,0.002,0.04,266500.0
335,64117.0,332.5849915,0.055,0.026000000000000002,Multi-Family (2-4 Unit),0.10300000000000001,0.002,0.04,222990.0
336,64117.0,356.475006,0.055,0.026000000000000002,Multi-Family (2-4 Unit),0.10300000000000001,0.002,0.04,252795.0
337,64117.0,417.609985,0.055,0.026000000000000002,Multi-Family (2-4 Unit),0.10300000000000001,0.002,0.04,352500.0
338,64117.0,441.2749940000001,0.055,0.026000000000000002,Multi-Family (2-4 Unit),0.10300000000000001,0.002,0.04,280000.0
339,64117.0,463.2099915,0.055,0.026000000000000002,Multi-Family (2-4 Unit),0.10300000000000001,0.002,0.04,465000.0
340,43957.0,135.360001,0.151,0.005,Single Family Residential,0.127,0.006,0.038,84000.0
341,43957.0,135.479996,0.151,0.005,Single Family Residential,0.127,0.006,0.038,85000.0
342,43957.0,140.78999299999995,0.151,0.005,Single Family Residential,0.127,0.006,0.038,87000.0
343,43957.0,142.1349945,0.151,0.005,Single Family Residential,0.127,0.006,0.038,101098.0
344,45212.0,151.4749985,0.154,0.006,Single Family Residential,0.132,0.006,0.040999999999999995,120000.0
345,45212.0,161.31999950000002,0.154,0.006,Single Family Residential,0.132,0.006,0.040999999999999995,118000.0
346,45212.0,168.589996,0.154,0.006,Single Family Residential,0.132,0.006,0.040999999999999995,121000.0
347,45212.0,178.120003,0.154,0.006,Single Family Residential,0.132,0.006,0.040999999999999995,119000.0
348,45040.0,184.179993,0.15,0.003,Single Family Residential,0.13,0.005,0.042,118000.0
349,45040.0,188.880005,0.15,0.003,Single Family Residential,0.13,0.005,0.042,134225.0
350,45040.0,197.8499985,0.15,0.003,Single Family Residential,0.13,0.005,0.042,146000.0
351,45040.0,203.25,0.15,0.003,Single Family Residential,0.13,0.005,0.042,143000.0
352,45995.0,206.100006,0.156,0.004,Single Family Residential,0.122,0.005,0.063,147000.0
353,45995.0,210.5,0.156,0.004,Single Family Residential,0.122,0.005,0.063,158500.0
354,45995.0,206.754997,0.156,0.004,Single Family Residential,0.122,0.005,0.063,159325.0
355,45995.0,205.774994,0.156,0.004,Single Family Residential,0.122,0.005,0.063,164999.0
356,47551.0,193.660004,0.079,0.002,Single Family Residential,0.102,0.003,0.054000000000000006,167000.0
357,47551.0,207.8600005,0.079,0.002,Single Family Residential,0.102,0.003,0.054000000000000006,167500.0
358,47551.0,216.6449965,0.079,0.002,Single Family Residential,0.102,0.003,0.054000000000000006,165000.0
359,47551.0,217.869995,0.079,0.002,Single Family Residential,0.102,0.003,0.054000000000000006,174600.0
360,52819.0,233.7149965,0.057999999999999996,0.011000000000000001,Single Family Residential,0.08800000000000001,0.001,0.040999999999999995,181000.0
361,52819.0,239.699997,0.057999999999999996,0.011000000000000001,Single Family Residential,0.08800000000000001,0.001,0.040999999999999995,177000.0
362,52819.0,246.899994,0.057999999999999996,0.011000000000000001,Single Family Residential,0.08800000000000001,0.001,0.040999999999999995,185000.0
363,52819.0,258.450012,0.057999999999999996,0.011000000000000001,Single Family Residential,0.08800000000000001,0.001,0.040999999999999995,179675.0
364,54940.0,273.109985,0.061,0.02,Single Family Residential,0.1,0.001,0.049,189125.0
365,54940.0,270.970001,0.061,0.02,Single Family Residential,0.1,0.001,0.049,208210.0
366,54940.0,285.070007,0.061,0.02,Single Family Residential,0.1,0.001,0.049,214900.0
367,54940.0,271.890015,0.061,0.02,Single Family Residential,0.1,0.001,0.049,197000.0
368,62179.0,274.459991,0.059000000000000004,0.023,Single Family Residential,0.095,0.001,0.055999999999999994,210000.0
369,62179.0,288.570007,0.059000000000000004,0.023,Single Family Residential,0.095,0.001,0.055999999999999994,213000.0
370,62179.0,297.18000750000004,0.059000000000000004,0.023,Single Family Residential,0.095,0.001,0.055999999999999994,222000.0
371,62179.0,309.324997,0.059000000000000004,0.023,Single Family Residential,0.095,0.001,0.055999999999999994,234896.0
372,64117.0,323.57000750000003,0.055,0.026000000000000002,Single Family Residential,0.10300000000000001,0.002,0.04,217500.0
373,64117.0,292.5,0.055,0.026000000000000002,Single Family Residential,0.10300000000000001,0.002,0.04,226900.0
374,64117.0,332.5849915,0.055,0.026000000000000002,Single Family Residential,0.10300000000000001,0.002,0.04,247000.0
375,64117.0,356.475006,0.055,0.026000000000000002,Single Family Residential,0.10300000000000001,0.002,0.04,257500.0
376,64117.0,387.029999,0.055,0.026000000000000002,Single Family Residential,0.10300000000000001,0.002,0.04,290000.0
377,64117.0,417.609985,0.055,0.026000000000000002,Single Family Residential,0.10300000000000001,0.002,0.04,319000.0
378,64117.0,441.2749940000001,0.055,0.026000000000000002,Single Family Residential,0.10300000000000001,0.002,0.04,325000.0
379,64117.0,463.2099915,0.055,0.026000000000000002,Single Family Residential,0.10300000000000001,0.002,0.04,346500.0
380,64117.0,356.475006,0.055,0.026000000000000002,Townhouse,0.10300000000000001,0.002,0.04,226290.0
381,64117.0,387.029999,0.055,0.026000000000000002,Townhouse,0.10300000000000001,0.002,0.04,248545.0
382,64117.0,463.2099915,0.055,0.026000000000000002,Townhouse,0.10300000000000001,0.002,0.04,246590.0
383,64442.0,135.360001,0.07,0.024,All Residential,0.105,0.005,0.054000000000000006,145000.0
385,64442.0,135.479996,0.07,0.024,All Residential,0.105,0.005,0.054000000000000006,158000.0
387,64442.0,140.78999299999995,0.07,0.024,All Residential,0.105,0.005,0.054000000000000006,150500.0
389,64442.0,142.1349945,0.07,0.024,All Residential,0.105,0.005,0.054000000000000006,155000.0
391,71885.0,151.4749985,0.073,0.024,All Residential,0.08199999999999999,0.004,0.057999999999999996,165000.0
393,71885.0,161.31999950000002,0.073,0.024,All Residential,0.08199999999999999,0.004,0.057999999999999996,175000.0
395,71885.0,168.589996,0.073,0.024,All Residential,0.08199999999999999,0.004,0.057999999999999996,174000.0
397,71885.0,178.120003,0.073,0.024,All Residential,0.08199999999999999,0.004,0.057999999999999996,179900.0
399,73535.0,184.179993,0.07200000000000001,0.025,All Residential,0.087,0.006,0.06,201500.0
401,73535.0,188.880005,0.07200000000000001,0.025,All Residential,0.087,0.006,0.06,195000.0
403,73535.0,197.8499985,0.07200000000000001,0.025,All Residential,0.087,0.006,0.06,202500.0
405,73535.0,203.25,0.07200000000000001,0.025,All Residential,0.087,0.006,0.06,211000.0
407,77052.0,206.100006,0.055999999999999994,0.027000000000000003,All Residential,0.079,0.004,0.062,220422.5
409,77052.0,210.5,0.055999999999999994,0.027000000000000003,All Residential,0.079,0.004,0.062,227000.0
411,77052.0,206.754997,0.055999999999999994,0.027000000000000003,All Residential,0.079,0.004,0.062,231900.0
413,77052.0,205.774994,0.055999999999999994,0.027000000000000003,All Residential,0.079,0.004,0.062,247250.0
415,83526.0,193.660004,0.053,0.027000000000000003,All Residential,0.07,0.004,0.076,243559.0
417,83526.0,207.8600005,0.053,0.027000000000000003,All Residential,0.07,0.004,0.076,257678.0
419,83526.0,216.6449965,0.053,0.027000000000000003,All Residential,0.07,0.004,0.076,260500.0
421,83526.0,217.869995,0.053,0.027000000000000003,All Residential,0.07,0.004,0.076,268500.0
423,88562.0,233.7149965,0.040999999999999995,0.022000000000000002,All Residential,0.07,0.004,0.073,267970.0
425,88562.0,239.699997,0.040999999999999995,0.022000000000000002,All Residential,0.07,0.004,0.073,267000.0
427,88562.0,246.899994,0.040999999999999995,0.022000000000000002,All Residential,0.07,0.004,0.073,270000.0
429,88562.0,258.450012,0.040999999999999995,0.022000000000000002,All Residential,0.07,0.004,0.073,285000.0
431,94685.0,273.109985,0.039,0.018000000000000002,All Residential,0.07400000000000001,0.003,0.055,268990.0
433,94685.0,270.970001,0.039,0.018000000000000002,All Residential,0.07400000000000001,0.003,0.055,290000.0
435,94685.0,285.070007,0.039,0.018000000000000002,All Residential,0.07400000000000001,0.003,0.055,299000.0
437,94685.0,271.890015,0.039,0.018000000000000002,All Residential,0.07400000000000001,0.003,0.055,293000.0
439,100562.0,274.459991,0.042,0.022000000000000002,All Residential,0.08900000000000001,0.003,0.051,285000.0
441,100562.0,288.570007,0.042,0.022000000000000002,All Residential,0.08900000000000001,0.003,0.051,303316.0
443,100562.0,297.18000750000004,0.042,0.022000000000000002,All Residential,0.08900000000000001,0.003,0.051,293712.5
445,100562.0,309.324997,0.042,0.022000000000000002,All Residential,0.08900000000000001,0.003,0.051,291000.0
447,105096.0,323.57000750000003,0.047,0.024,All Residential,0.106,0.005,0.06,292857.5
449,105096.0,292.5,0.047,0.024,All Residential,0.106,0.005,0.06,312500.0
451,105096.0,332.5849915,0.047,0.024,All Residential,0.106,0.005,0.06,320000.0
453,105096.0,356.475006,0.047,0.024,All Residential,0.106,0.005,0.06,354990.0
455,105096.0,387.029999,0.047,0.024,All Residential,0.106,0.005,0.06,405000.0
456,105096.0,417.609985,0.047,0.024,All Residential,0.106,0.005,0.06,450000.0
457,105096.0,441.2749940000001,0.047,0.024,All Residential,0.106,0.005,0.06,463000.0
458,105096.0,463.2099915,0.047,0.024,All Residential,0.106,0.005,0.06,472409.0
459,64442.0,135.360001,0.07,0.024,Condo/Co-op,0.105,0.005,0.054000000000000006,33250.0
461,64442.0,135.479996,0.07,0.024,Condo/Co-op,0.105,0.005,0.054000000000000006,110000.0
463,64442.0,140.78999299999995,0.07,0.024,Condo/Co-op,0.105,0.005,0.054000000000000006,28571.0
465,64442.0,142.1349945,0.07,0.024,Condo/Co-op,0.105,0.005,0.054000000000000006,34000.0
467,71885.0,151.4749985,0.073,0.024,Condo/Co-op,0.08199999999999999,0.004,0.057999999999999996,31500.0
469,77052.0,206.100006,0.055999999999999994,0.027000000000000003,Condo/Co-op,0.079,0.004,0.062,50000.0
471,77052.0,210.5,0.055999999999999994,0.027000000000000003,Condo/Co-op,0.079,0.004,0.062,48000.0
473,83526.0,193.660004,0.053,0.027000000000000003,Condo/Co-op,0.07,0.004,0.076,48000.0
475,83526.0,216.6449965,0.053,0.027000000000000003,Condo/Co-op,0.07,0.004,0.076,50000.0
477,88562.0,246.899994,0.040999999999999995,0.022000000000000002,Condo/Co-op,0.07,0.004,0.073,220000.0
479,88562.0,258.450012,0.040999999999999995,0.022000000000000002,Condo/Co-op,0.07,0.004,0.073,219790.0
481,94685.0,273.109985,0.039,0.018000000000000002,Condo/Co-op,0.07400000000000001,0.003,0.055,65250.0
483,94685.0,285.070007,0.039,0.018000000000000002,Condo/Co-op,0.07400000000000001,0.003,0.055,241990.0
485,94685.0,271.890015,0.039,0.018000000000000002,Condo/Co-op,0.07400000000000001,0.003,0.055,250000.0
487,100562.0,288.570007,0.042,0.022000000000000002,Condo/Co-op,0.08900000000000001,0.003,0.051,389900.0
489,105096.0,292.5,0.047,0.024,Condo/Co-op,0.106,0.005,0.06,278126.0
491,105096.0,332.5849915,0.047,0.024,Condo/Co-op,0.106,0.005,0.06,255000.0
493,105096.0,387.029999,0.047,0.024,Condo/Co-op,0.106,0.005,0.06,354950.0
494,105096.0,417.609985,0.047,0.024,Condo/Co-op,0.106,0.005,0.06,140000.0
495,105096.0,441.2749940000001,0.047,0.024,Condo/Co-op,0.106,0.005,0.06,360000.0
496,105096.0,463.2099915,0.047,0.024,Condo/Co-op,0.106,0.005,0.06,449832.5
497,64442.0,135.360001,0.07,0.024,Multi-Family (2-4 Unit),0.105,0.005,0.054000000000000006,100000.0
499,64442.0,142.1349945,0.07,0.024,Multi-Family (2-4 Unit),0.105,0.005,0.054000000000000006,183673.0
501,71885.0,161.31999950000002,0.073,0.024,Multi-Family (2-4 Unit),0.08199999999999999,0.004,0.057999999999999996,200500.0
503,73535.0,184.179993,0.07200000000000001,0.025,Multi-Family (2-4 Unit),0.087,0.006,0.06,230000.0
505,73535.0,203.25,0.07200000000000001,0.025,Multi-Family (2-4 Unit),0.087,0.006,0.06,174000.0
507,77052.0,206.100006,0.055999999999999994,0.027000000000000003,Multi-Family (2-4 Unit),0.079,0.004,0.062,235500.0
509,77052.0,210.5,0.055999999999999994,0.027000000000000003,Multi-Family (2-4 Unit),0.079,0.004,0.062,220000.0
511,77052.0,206.754997,0.055999999999999994,0.027000000000000003,Multi-Family (2-4 Unit),0.079,0.004,0.062,231000.0
513,77052.0,205.774994,0.055999999999999994,0.027000000000000003,Multi-Family (2-4 Unit),0.079,0.004,0.062,242500.0
515,83526.0,217.869995,0.053,0.027000000000000003,Multi-Family (2-4 Unit),0.07,0.004,0.076,300000.0
517,88562.0,239.699997,0.040999999999999995,0.022000000000000002,Multi-Family (2-4 Unit),0.07,0.004,0.073,280950.0
519,88562.0,246.899994,0.040999999999999995,0.022000000000000002,Multi-Family (2-4 Unit),0.07,0.004,0.073,298500.0
521,94685.0,273.109985,0.039,0.018000000000000002,Multi-Family (2-4 Unit),0.07400000000000001,0.003,0.055,228000.0
523,94685.0,270.970001,0.039,0.018000000000000002,Multi-Family (2-4 Unit),0.07400000000000001,0.003,0.055,295000.0
525,100562.0,297.18000750000004,0.042,0.022000000000000002,Multi-Family (2-4 Unit),0.08900000000000001,0.003,0.051,318000.0
