zipcode,year,mobility
98077,2018,0.033
98077,2019,0.039
98077,2020,0.052000000000000005
98077,2021,0.0449
98077,2022,0.051
98092,2011,0.08
98092,2012,0.078
98092,2013,0.081
98092,2014,0.08900000000000001
98092,2015,0.08800000000000001
98092,2016,0.10300000000000001
98092,2017,0.10400000000000001
98092,2018,0.1
98092,2019,0.08900000000000001
98092,2020,0.09300000000000001
98092,2021,0.09
98092,2022,0.091
98101,2011,0.177
98101,2012,0.21100000000000002
98101,2013,0.18899999999999997
98101,2014,0.19399999999999998
98101,2015,0.18100000000000002
98101,2016,0.18600000000000003
98101,2017,0.185
98101,2018,0.191
98101,2019,0.171
98101,2020,0.185
98101,2021,0.1789
98101,2022,0.1772
98102,2011,0.22399999999999998
98102,2012,0.19699999999999998
98102,2013,0.185
98102,2014,0.209
98102,2015,0.19399999999999998
98102,2016,0.165
98102,2017,0.18899999999999997
98102,2018,0.174
98102,2019,0.158
98102,2020,0.153
98102,2021,0.1576
98102,2022,0.1515
98103,2011,0.166
98103,2012,0.161
98103,2013,0.152
98103,2014,0.153
98103,2015,0.14400000000000002
98103,2016,0.15
98103,2017,0.13699999999999998
98103,2018,0.14300000000000002
98103,2019,0.14300000000000002
98103,2020,0.14800000000000002
98103,2021,0.1372
98103,2022,0.1356
98104,2011,0.237
98104,2012,0.231
98104,2013,0.253
98104,2014,0.253
98104,2015,0.251
98104,2016,0.247
98104,2017,0.259
98104,2018,0.248
98104,2019,0.255
98104,2020,0.242
98104,2021,0.2586
98104,2022,0.2607
98105,2011,0.239
98105,2012,0.24
98105,2013,0.23399999999999999
98105,2014,0.222
98105,2015,0.226
98105,2016,0.22699999999999998
98105,2017,0.22699999999999998
98105,2018,0.233
98105,2019,0.235
98105,2020,0.21100000000000002
98105,2021,0.2344
98105,2022,0.2339
98106,2011,0.096
98106,2012,0.098
98106,2013,0.111
98106,2014,0.124
98106,2015,0.129
98106,2016,0.122
98106,2017,0.125
98106,2018,0.122
98106,2019,0.113
98106,2020,0.10099999999999999
98106,2021,0.1152
98106,2022,0.1173
98107,2011,0.156
98107,2012,0.14400000000000002
98107,2013,0.142
98107,2014,0.132
98107,2015,0.142
98107,2016,0.138
98107,2017,0.14300000000000002
98107,2018,0.14400000000000002
98107,2019,0.168
98107,2020,0.179
98107,2021,0.173
98107,2022,0.1851
98108,2011,0.134
98108,2012,0.11699999999999999
98108,2013,0.11199999999999999
98108,2014,0.096
98108,2015,0.095
98108,2016,0.071
98108,2017,0.075
98108,2018,0.064
98108,2019,0.087
98108,2020,0.08199999999999999
98108,2021,0.0778
98108,2022,0.0813
98109,2011,0.174
98109,2012,0.17300000000000001
98109,2013,0.184
98109,2014,0.18600000000000003
98109,2015,0.17800000000000002
98109,2016,0.16899999999999998
98109,2017,0.165
98109,2018,0.17600000000000002
98109,2019,0.17600000000000002
98109,2020,0.171
98109,2021,0.1762
98109,2022,0.1764
98112,2011,0.134
98112,2012,0.139
98112,2013,0.134
98112,2014,0.14
98112,2015,0.13699999999999998
98112,2016,0.142
98112,2017,0.136
98112,2018,0.13699999999999998
98112,2019,0.132
98112,2020,0.11900000000000001
98112,2021,0.1313
98112,2022,0.1288
98115,2011,0.10800000000000001
98115,2012,0.109
98115,2013,0.11199999999999999
98115,2014,0.125
98115,2015,0.12300000000000001
98115,2016,0.11900000000000001
98115,2017,0.114
98115,2018,0.11699999999999999
98115,2019,0.121
98115,2020,0.107
98115,2021,0.1228
98115,2022,0.1245
98116,2011,0.10800000000000001
98116,2012,0.113
98116,2013,0.125
98116,2014,0.127
98116,2015,0.132
98116,2016,0.138
98116,2017,0.133
98116,2018,0.10800000000000001
98116,2019,0.12
98116,2020,0.125
98116,2021,0.1215
98116,2022,0.1231
98117,2011,0.095
98117,2012,0.099
98117,2013,0.098
98117,2014,0.10800000000000001
98117,2015,0.11199999999999999
98117,2016,0.109
98117,2017,0.10099999999999999
98117,2018,0.10300000000000001
98117,2019,0.10800000000000001
98117,2020,0.1
98117,2021,0.1095
98117,2022,0.1111
98118,2011,0.113
98118,2012,0.10400000000000001
98118,2013,0.115
98118,2014,0.095
98118,2015,0.11599999999999999
98118,2016,0.10800000000000001
98118,2017,0.11
98118,2018,0.107
98118,2019,0.105
98118,2020,0.10300000000000001
98118,2021,0.1065
98118,2022,0.1062
98119,2011,0.16899999999999998
98119,2012,0.17300000000000001
98119,2013,0.166
98119,2014,0.16699999999999998
98119,2015,0.16
98119,2016,0.16399999999999998
98119,2017,0.16699999999999998
98119,2018,0.174
98119,2019,0.188
98119,2020,0.191
98119,2021,0.1987
98119,2022,0.2108
98121,2011,0.161
98121,2012,0.153
98121,2013,0.187
98121,2014,0.182
98121,2015,0.174
98121,2016,0.171
98121,2017,0.185
98121,2018,0.168
98121,2019,0.153
98121,2020,0.162
98121,2021,0.153
98121,2022,0.1522
98122,2011,0.18600000000000003
98122,2012,0.179
98122,2013,0.19
98122,2014,0.213
98122,2015,0.20800000000000002
98122,2016,0.195
98122,2017,0.204
98122,2018,0.198
98122,2019,0.177
98122,2020,0.171
98122,2021,0.1757
98122,2022,0.1744
98125,2011,0.126
98125,2012,0.11599999999999999
98125,2013,0.111
98125,2014,0.11699999999999999
98125,2015,0.11800000000000001
98125,2016,0.12300000000000001
98125,2017,0.134
98125,2018,0.141
98125,2019,0.136
98125,2020,0.122
98125,2021,0.1366
98125,2022,0.1372
98126,2011,0.145
98126,2012,0.12300000000000001
98126,2013,0.122
98126,2014,0.125
98126,2015,0.096
98126,2016,0.08800000000000001
98126,2017,0.10400000000000001
98126,2018,0.099
98126,2019,0.096
98126,2020,0.124
98126,2021,0.0825
98126,2022,0.0769
98133,2011,0.126
98133,2012,0.115
98133,2013,0.114
98133,2014,0.113
98133,2015,0.122
98133,2016,0.114
98133,2017,0.109
98133,2018,0.113
98133,2019,0.11199999999999999
98133,2020,0.10099999999999999
98133,2021,0.111
98133,2022,0.1106
98134,2011,0.225
98134,2012,0.17300000000000001
98134,2013,0.165
98134,2014,0.142
98134,2015,0.141
98134,2016,0.161
98134,2017,0.27
98134,2018,0.318
98134,2019,0.322
98134,2020,0.306
98134,2021,0.3413
98134,2022,0.3607
98136,2011,0.11800000000000001
98136,2012,0.106
98136,2013,0.091
98136,2014,0.098
98136,2015,0.105
98136,2016,0.09699999999999999
98136,2017,0.083
98136,2018,0.085
98136,2019,0.081
98136,2020,0.07400000000000001
98136,2021,0.0768
98136,2022,0.0725
98144,2011,0.13
98144,2012,0.124
98144,2013,0.114
98144,2014,0.099
98144,2015,0.09300000000000001
98144,2016,0.128
98144,2017,0.125
98144,2018,0.127
98144,2019,0.135
98144,2020,0.132
98144,2021,0.1354
98144,2022,0.1361
98146,2011,0.11699999999999999
98146,2012,0.11800000000000001
98146,2013,0.107
98146,2014,0.127
98146,2015,0.12300000000000001
98146,2016,0.11699999999999999
98146,2017,0.11699999999999999
98146,2018,0.11199999999999999
98146,2019,0.102
98146,2020,0.08199999999999999
98146,2021,0.1082
98146,2022,0.1056
98148,2011,0.21899999999999997
98148,2012,0.228
98148,2013,0.203
98148,2014,0.156
98148,2015,0.182
98148,2016,0.146
98148,2017,0.159
98148,2018,0.165
98148,2019,0.14400000000000002
98148,2020,0.156
98148,2021,0.1291
98148,2022,0.1194
98155,2011,0.068
98155,2012,0.057
98155,2013,0.065
98155,2014,0.073
98155,2015,0.084
98155,2016,0.079
98155,2017,0.092
98155,2018,0.085
98155,2019,0.08
98155,2020,0.071
98155,2021,0.0772
98155,2022,0.0726
98164,2011,0.0
98164,2012,0.0
98164,2013,0.0
98164,2014,0.0
98164,2015,0.12300000000000001
98164,2016,0.08900000000000001
98164,2017,0.11800000000000001
98164,2018,0.21899999999999997
98164,2019,0.198
98164,2020,0.055
98164,2021,0.2305
98164,2022,0.26
98166,2011,0.09
98166,2012,0.094
98166,2013,0.11599999999999999
98166,2014,0.113
98166,2015,0.10300000000000001
98166,2016,0.10099999999999999
98166,2017,0.09
98166,2018,0.086
98166,2019,0.087
98166,2020,0.098
98166,2021,0.0858
98166,2022,0.0846
98168,2011,0.109
98168,2012,0.12
98168,2013,0.13
98168,2014,0.12300000000000001
98168,2015,0.124
98168,2016,0.12
98168,2017,0.11699999999999999
98168,2018,0.11199999999999999
98168,2019,0.109
98168,2020,0.099
98168,2021,0.1047
98168,2022,0.1007
98177,2011,0.040999999999999995
98177,2012,0.048
98177,2013,0.054000000000000006
98177,2014,0.054000000000000006
98177,2015,0.06
98177,2016,0.062
98177,2017,0.08
98177,2018,0.083
